id,timestamp,date,hour,temperature,humidity,light,co2,is_anomaly
28,2024-09-02 03:00:00,2024-09-02,3,15.6,68.5,3732.0,720.3,0
29,2024-09-02 04:00:00,2024-09-02,4,15.3,73.9,2317.0,650.4,0
30,2024-09-02 05:00:00,2024-09-02,5,20.0,77.1,0.0,616.2,0
31,2024-09-02 06:00:00,2024-09-02,6,20.7,66.7,553.0,624.8,0
32,2024-09-02 07:00:00,2024-09-02,7,22.5,76.0,9016.0,535.5,0
33,2024-09-02 08:00:00,2024-09-02,8,38.2,62.4,14553.0,546.4,1
34,2024-09-02 09:00:00,2024-09-02,9,27.4,48.2,21886.0,495.5,0
35,2024-09-02 10:00:00,2024-09-02,10,26.8,52.3,21345.0,462.1,0
36,2024-09-02 11:00:00,2024-09-02,11,29.5,49.9,26366.0,432.6,0
37,2024-09-02 12:00:00,2024-09-02,12,29.5,63.9,28666.0,399.2,0
38,2024-09-02 13:00:00,2024-09-02,13,26.7,57.8,28647.0,434.5,0
39,2024-09-02 14:00:00,2024-09-02,14,27.8,54.3,29760.0,449.8,0
40,2024-09-02 15:00:00,2024-09-02,15,25.8,60.9,17230.0,506.7,0
41,2024-09-02 16:00:00,2024-09-02,16,24.7,62.6,14217.0,538.1,0
42,2024-09-02 17:00:00,2024-09-02,17,22.7,60.0,10951.0,548.2,0
43,2024-09-02 18:00:00,2024-09-02,18,20.6,61.0,0.0,604.7,0
44,2024-09-02 19:00:00,2024-09-02,19,18.2,66.6,542.0,706.2,0
45,2024-09-02 20:00:00,2024-09-02,20,15.0,71.1,0.0,650.5,0
46,2024-09-02 21:00:00,2024-09-02,21,16.2,75.1,0.0,643.3,0
47,2024-09-02 22:00:00,2024-09-02,22,13.9,77.4,3867.0,742.3,0
48,2024-09-02 23:00:00,2024-09-02,23,14.8,77.3,1498.0,799.2,0
49,2024-09-03 00:00:00,2024-09-03,0,13.5,80.7,1003.0,781.8,0
50,2024-09-03 01:00:00,2024-09-03,1,12.3,68.3,221.0,732.0,0
51,2024-09-03 02:00:00,2024-09-03,2,16.2,68.8,0.0,705.2,0
52,2024-09-03 03:00:00,2024-09-03,3,16.0,71.2,0.0,690.9,0
53,2024-09-03 04:00:00,2024-09-03,4,19.4,60.6,3222.0,690.8,0
54,2024-09-03 05:00:00,2024-09-03,5,20.3,68.7,0.0,649.7,0
55,2024-09-03 06:00:00,2024-09-03,6,19.9,58.3,0.0,697.6,0
56,2024-09-03 07:00:00,2024-09-03,7,23.5,61.8,7364.0,621.9,0
57,2024-09-03 08:00:00,2024-09-03,8,25.1,56.0,12119.0,533.1,0
58,2024-09-03 09:00:00,2024-09-03,9,29.2,60.0,21393.0,496.4,0
59,2024-09-03 10:00:00,2024-09-03,10,27.0,49.6,22817.0,472.5,0
60,2024-09-03 11:00:00,2024-09-03,11,28.1,57.6,29350.0,479.9,0
61,2024-09-03 12:00:00,2024-09-03,12,25.3,53.2,27961.0,475.0,0
62,2024-09-03 13:00:00,2024-09-03,13,27.7,47.9,32158.0,469.3,0
63,2024-09-03 14:00:00,2024-09-03,14,29.0,62.0,24901.0,427.5,0
64,2024-09-03 15:00:00,2024-09-03,15,22.7,63.6,17420.0,511.9,0
65,2024-09-03 16:00:00,2024-09-03,16,24.6,61.4,14056.0,531.5,0
66,2024-09-03 17:00:00,2024-09-03,17,21.6,70.0,8498.0,567.5,0
67,2024-09-03 18:00:00,2024-09-03,18,19.5,63.8,0.0,585.3,0
68,2024-09-03 19:00:00,2024-09-03,19,17.6,63.2,0.0,615.7,0
69,2024-09-03 20:00:00,2024-09-03,20,15.9,62.0,0.0,695.4,0
70,2024-09-03 21:00:00,2024-09-03,21,15.0,75.3,1561.0,710.6,0
71,2024-09-03 22:00:00,2024-09-03,22,12.1,74.6,2799.0,716.5,0
72,2024-09-03 23:00:00,2024-09-03,23,15.2,71.3,2307.0,733.6,0
73,2024-09-04 00:00:00,2024-09-04,0,13.4,84.6,639.0,755.8,0
74,2024-09-04 01:00:00,2024-09-04,1,12.2,81.4,0.0,725.4,0
75,2024-09-04 02:00:00,2024-09-04,2,14.5,72.4,0.0,721.9,0
76,2024-09-04 03:00:00,2024-09-04,3,14.4,84.8,2794.0,694.4,0
77,2024-09-04 04:00:00,2024-09-04,4,17.2,74.0,108.0,682.2,0
78,2024-09-04 05:00:00,2024-09-04,5,19.2,65.3,0.0,697.7,0
79,2024-09-04 06:00:00,2024-09-04,6,23.7,66.1,0.0,642.6,0
80,2024-09-04 07:00:00,2024-09-04,7,20.7,68.4,8516.0,520.0,0
81,2024-09-04 08:00:00,2024-09-04,8,28.4,54.5,18224.0,500.6,0
82,2024-09-04 09:00:00,2024-09-04,9,28.0,56.8,22149.0,494.4,0
83,2024-09-04 10:00:00,2024-09-04,10,27.1,61.6,25509.0,467.8,0
84,2024-09-04 11:00:00,2024-09-04,11,29.8,53.9,28228.0,430.6,0
85,2024-09-04 12:00:00,2024-09-04,12,41.8,34.0,27548.0,451.2,1
86,2024-09-04 13:00:00,2024-09-04,13,28.9,51.5,29025.0,464.6,0
87,2024-09-04 14:00:00,2024-09-04,14,28.1,64.3,25475.0,473.9,0
88,2024-09-04 15:00:00,2024-09-04,15,27.8,60.3,20497.0,521.0,0
89,2024-09-04 16:00:00,2024-09-04,16,23.7,62.9,17379.0,531.7,0
90,2024-09-04 17:00:00,2024-09-04,17,21.9,56.4,3411.0,549.4,0
91,2024-09-04 18:00:00,2024-09-04,18,23.2,67.8,4169.0,641.7,0
92,2024-09-04 19:00:00,2024-09-04,19,19.9,66.1,0.0,656.7,0
93,2024-09-04 20:00:00,2024-09-04,20,16.0,63.7,2378.0,673.8,0
94,2024-09-04 21:00:00,2024-09-04,21,15.5,76.6,0.0,719.6,0
95,2024-09-04 22:00:00,2024-09-04,22,14.4,82.6,2484.0,727.3,0
96,2024-09-04 23:00:00,2024-09-04,23,11.8,77.9,432.0,796.2,0
97,2024-09-05 00:00:00,2024-09-05,0,13.0,70.6,0.0,764.3,0
98,2024-09-05 01:00:00,2024-09-05,1,16.3,64.9,0.0,751.8,0
99,2024-09-05 02:00:00,2024-09-05,2,13.9,68.5,2577.0,743.8,0
100,2024-09-05 03:00:00,2024-09-05,3,14.4,79.6,0.0,668.8,0
101,2024-09-05 04:00:00,2024-09-05,4,17.7,73.5,1032.0,689.3,0
102,2024-09-05 05:00:00,2024-09-05,5,20.0,68.8,1640.0,587.6,0
103,2024-09-05 06:00:00,2024-09-05,6,21.8,66.5,1416.0,666.3,0
104,2024-09-05 07:00:00,2024-09-05,7,21.2,54.3,6270.0,562.8,0
105,2024-09-05 08:00:00,2024-09-05,8,22.1,56.2,16832.0,557.7,0
106,2024-09-05 09:00:00,2024-09-05,9,29.2,57.8,22870.0,524.2,0
107,2024-09-05 10:00:00,2024-09-05,10,28.9,51.8,29265.0,468.9,0
108,2024-09-05 11:00:00,2024-09-05,11,27.5,44.4,29088.0,530.3,0
109,2024-09-05 12:00:00,2024-09-05,12,31.1,52.6,30055.0,445.9,0
110,2024-09-05 13:00:00,2024-09-05,13,30.4,57.1,28754.0,464.9,0
111,2024-09-05 14:00:00,2024-09-05,14,29.1,48.8,25443.0,456.9,0
112,2024-09-05 15:00:00,2024-09-05,15,28.4,61.3,19953.0,488.4,0
113,2024-09-05 16:00:00,2024-09-05,16,24.4,57.6,14195.0,512.1,0
114,2024-09-05 17:00:00,2024-09-05,17,21.4,58.8,4598.0,603.6,0
115,2024-09-05 18:00:00,2024-09-05,18,21.7,71.6,0.0,571.6,0
116,2024-09-05 19:00:00,2024-09-05,19,16.5,53.7,323.0,662.1,0
117,2024-09-05 20:00:00,2024-09-05,20,17.6,62.4,2078.0,654.1,0
118,2024-09-05 21:00:00,2024-09-05,21,15.4,64.6,0.0,718.9,0
119,2024-09-05 22:00:00,2024-09-05,22,12.0,74.4,0.0,696.4,0
120,2024-09-05 23:00:00,2024-09-05,23,12.4,80.3,4513.0,727.7,0
121,2024-09-06 00:00:00,2024-09-06,0,10.5,78.5,470.0,804.5,0
122,2024-09-06 01:00:00,2024-09-06,1,15.6,74.6,0.0,723.4,0
123,2024-09-06 02:00:00,2024-09-06,2,14.8,72.2,2830.0,733.7,0
124,2024-09-06 03:00:00,2024-09-06,3,14.9,77.2,0.0,716.3,0
125,2024-09-06 04:00:00,2024-09-06,4,14.4,75.1,1926.0,680.2,0
126,2024-09-06 05:00:00,2024-09-06,5,20.8,69.7,0.0,607.1,0
127,2024-09-06 06:00:00,2024-09-06,6,23.0,68.8,661.0,626.1,0
128,2024-09-06 07:00:00,2024-09-06,7,20.8,68.1,6848.0,593.8,0
129,2024-09-06 08:00:00,2024-09-06,8,26.8,56.6,16899.0,514.2,0
130,2024-09-06 09:00:00,2024-09-06,9,26.1,59.2,21782.0,495.1,0
131,2024-09-06 10:00:00,2024-09-06,10,31.3,42.4,27720.0,501.8,0
132,2024-09-06 11:00:00,2024-09-06,11,27.2,64.6,31184.0,489.7,0
133,2024-09-06 12:00:00,2024-09-06,12,29.0,61.8,29703.0,429.6,0
134,2024-09-06 13:00:00,2024-09-06,13,27.4,50.8,27165.0,480.4,0
135,2024-09-06 14:00:00,2024-09-06,14,29.7,57.6,28789.0,455.2,0
136,2024-09-06 15:00:00,2024-09-06,15,26.9,56.8,22862.0,490.2,0
137,2024-09-06 16:00:00,2024-09-06,16,24.8,62.8,11490.0,521.3,0
138,2024-09-06 17:00:00,2024-09-06,17,23.4,63.6,6804.0,630.1,0
139,2024-09-06 18:00:00,2024-09-06,18,23.5,61.5,0.0,669.1,0
140,2024-09-06 19:00:00,2024-09-06,19,20.4,64.6,435.0,697.2,0
141,2024-09-06 20:00:00,2024-09-06,20,18.0,76.4,1610.0,702.9,0
142,2024-09-06 21:00:00,2024-09-06,21,15.7,75.7,0.0,709.7,0
143,2024-09-06 22:00:00,2024-09-06,22,12.2,86.7,0.0,719.1,0
144,2024-09-06 23:00:00,2024-09-06,23,13.0,69.8,1314.0,768.6,0
145,2024-09-07 00:00:00,2024-09-07,0,16.3,76.7,0.0,792.4,0
146,2024-09-07 01:00:00,2024-09-07,1,13.4,79.7,0.0,706.4,0
147,2024-09-07 02:00:00,2024-09-07,2,17.2,76.1,291.0,781.3,0
148,2024-09-07 03:00:00,2024-09-07,3,13.7,60.2,0.0,670.5,0
149,2024-09-07 04:00:00,2024-09-07,4,20.9,66.7,0.0,629.4,0
150,2024-09-07 05:00:00,2024-09-07,5,21.6,68.4,0.0,634.8,0
151,2024-09-07 06:00:00,2024-09-07,6,22.0,73.1,920.0,592.5,0
152,2024-09-07 07:00:00,2024-09-07,7,21.7,61.0,8891.0,515.2,0
153,2024-09-07 08:00:00,2024-09-07,8,26.3,61.0,14702.0,505.2,0
154,2024-09-07 09:00:00,2024-09-07,9,26.5,55.4,22150.0,509.2,0
155,2024-09-07 10:00:00,2024-09-07,10,31.7,58.7,22583.0,475.4,0
156,2024-09-07 11:00:00,2024-09-07,11,32.1,52.0,24486.0,428.8,0
157,2024-09-07 12:00:00,2024-09-07,12,28.9,54.1,30250.0,456.9,0
158,2024-09-07 13:00:00,2024-09-07,13,28.8,52.2,30793.0,456.2,0
159,2024-09-07 14:00:00,2024-09-07,14,29.6,57.0,26295.0,522.0,0
160,2024-09-07 15:00:00,2024-09-07,15,26.3,56.6,18875.0,471.7,0
161,2024-09-07 16:00:00,2024-09-07,16,38.6,63.0,17080.0,522.2,1
162,2024-09-07 17:00:00,2024-09-07,17,24.9,58.3,8502.0,549.4,0
163,2024-09-07 18:00:00,2024-09-07,18,21.3,65.2,0.0,622.4,0
164,2024-09-07 19:00:00,2024-09-07,19,18.5,68.7,499.0,686.1,0
165,2024-09-07 20:00:00,2024-09-07,20,17.9,70.9,0.0,680.8,0
166,2024-09-07 21:00:00,2024-09-07,21,15.6,68.6,2390.0,660.4,0
167,2024-09-07 22:00:00,2024-09-07,22,13.3,75.5,3131.0,727.9,0
168,2024-09-07 23:00:00,2024-09-07,23,11.1,63.7,880.0,729.8,0
169,2024-09-08 00:00:00,2024-09-08,0,13.5,72.2,0.0,776.2,0
170,2024-09-08 01:00:00,2024-09-08,1,14.3,74.2,3693.0,712.8,0
171,2024-09-08 02:00:00,2024-09-08,2,14.1,74.9,0.0,740.5,0
172,2024-09-08 03:00:00,2024-09-08,3,13.6,79.3,0.0,739.6,0
173,2024-09-08 04:00:00,2024-09-08,4,17.6,72.3,1140.0,688.4,0
174,2024-09-08 05:00:00,2024-09-08,5,19.3,71.1,0.0,682.0,0
175,2024-09-08 06:00:00,2024-09-08,6,20.1,74.0,0.0,557.1,0
176,2024-09-08 07:00:00,2024-09-08,7,39.4,59.1,6872.0,504.5,1
177,2024-09-08 08:00:00,2024-09-08,8,23.7,68.1,17430.0,547.3,0
178,2024-09-08 09:00:00,2024-09-08,9,28.2,62.2,20566.0,495.4,0
179,2024-09-08 10:00:00,2024-09-08,10,29.8,53.0,28027.0,472.8,0
180,2024-09-08 11:00:00,2024-09-08,11,26.7,49.8,30816.0,471.7,0
181,2024-09-08 12:00:00,2024-09-08,12,29.4,59.4,32952.0,495.7,0
182,2024-09-08 13:00:00,2024-09-08,13,29.0,58.0,30014.0,494.4,0
183,2024-09-08 14:00:00,2024-09-08,14,31.2,62.2,25779.0,515.1,0
184,2024-09-08 15:00:00,2024-09-08,15,29.3,55.6,24678.0,526.2,0
185,2024-09-08 16:00:00,2024-09-08,16,24.6,49.9,16142.0,536.3,0
186,2024-09-08 17:00:00,2024-09-08,17,21.2,68.4,6785.0,654.0,0
187,2024-09-08 18:00:00,2024-09-08,18,20.5,57.9,965.0,587.4,0
188,2024-09-08 19:00:00,2024-09-08,19,20.7,66.2,2769.0,661.5,0
189,2024-09-08 20:00:00,2024-09-08,20,18.5,84.7,0.0,677.3,0
190,2024-09-08 21:00:00,2024-09-08,21,17.4,74.3,0.0,665.2,0
191,2024-09-08 22:00:00,2024-09-08,22,13.4,76.8,0.0,771.6,0
192,2024-09-08 23:00:00,2024-09-08,23,13.7,63.0,0.0,740.6,0
193,2024-09-09 00:00:00,2024-09-09,0,15.5,66.8,3623.0,776.5,0
194,2024-09-09 01:00:00,2024-09-09,1,12.1,66.5,3434.0,791.0,0
195,2024-09-09 02:00:00,2024-09-09,2,14.9,72.2,0.0,710.2,0
196,2024-09-09 03:00:00,2024-09-09,3,15.2,66.3,1176.0,709.5,0
197,2024-09-09 04:00:00,2024-09-09,4,19.2,62.0,1008.0,610.4,0
198,2024-09-09 05:00:00,2024-09-09,5,20.7,66.8,3168.0,708.1,0
199,2024-09-09 06:00:00,2024-09-09,6,20.7,62.7,298.0,585.7,0
200,2024-09-09 07:00:00,2024-09-09,7,15.8,86.3,6803.0,487.5,1
201,2024-09-09 08:00:00,2024-09-09,8,25.2,62.0,15296.0,474.8,0
202,2024-09-09 09:00:00,2024-09-09,9,25.7,60.5,22413.0,469.6,0
203,2024-09-09 10:00:00,2024-09-09,10,27.9,56.2,27318.0,454.6,0
204,2024-09-09 11:00:00,2024-09-09,11,29.2,54.0,29339.0,477.7,0
205,2024-09-09 12:00:00,2024-09-09,12,30.4,64.1,28020.0,436.8,0
206,2024-09-09 13:00:00,2024-09-09,13,28.4,56.4,27769.0,445.3,0
207,2024-09-09 14:00:00,2024-09-09,14,27.9,60.2,27561.0,458.4,0
208,2024-09-09 15:00:00,2024-09-09,15,24.8,63.8,23889.0,541.5,0
209,2024-09-09 16:00:00,2024-09-09,16,13.5,65.6,10698.0,578.0,1
210,2024-09-09 17:00:00,2024-09-09,17,25.7,67.5,6388.0,628.8,0
211,2024-09-09 18:00:00,2024-09-09,18,17.4,76.5,0.0,550.6,0
212,2024-09-09 19:00:00,2024-09-09,19,11.1,50.4,1190.0,664.4,1
213,2024-09-09 20:00:00,2024-09-09,20,16.8,72.0,0.0,691.6,0
214,2024-09-09 21:00:00,2024-09-09,21,14.2,67.1,1942.0,687.5,0
215,2024-09-09 22:00:00,2024-09-09,22,16.5,77.5,0.0,682.3,0
216,2024-09-09 23:00:00,2024-09-09,23,12.0,77.4,3693.0,751.6,0
217,2024-09-10 00:00:00,2024-09-10,0,15.3,74.6,0.0,751.9,0
218,2024-09-10 01:00:00,2024-09-10,1,15.3,76.6,0.0,756.9,0
219,2024-09-10 02:00:00,2024-09-10,2,16.0,72.2,0.0,752.4,0
220,2024-09-10 03:00:00,2024-09-10,3,16.7,69.3,3639.0,681.2,0
221,2024-09-10 04:00:00,2024-09-10,4,20.5,63.8,1049.0,653.0,0
222,2024-09-10 05:00:00,2024-09-10,5,21.0,75.7,0.0,646.9,0
223,2024-09-10 06:00:00,2024-09-10,6,21.7,65.0,829.0,576.8,0
224,2024-09-10 07:00:00,2024-09-10,7,24.7,67.9,8370.0,545.2,0
225,2024-09-10 08:00:00,2024-09-10,8,23.5,56.4,13827.0,519.1,0
226,2024-09-10 09:00:00,2024-09-10,9,25.9,61.4,23275.0,497.2,0
227,2024-09-10 10:00:00,2024-09-10,10,26.4,50.2,27371.0,528.5,0
228,2024-09-10 11:00:00,2024-09-10,11,29.1,51.9,26996.0,474.0,0
229,2024-09-10 12:00:00,2024-09-10,12,31.6,53.5,32628.0,413.6,0
230,2024-09-10 13:00:00,2024-09-10,13,28.1,48.3,29124.0,478.5,0
231,2024-09-10 14:00:00,2024-09-10,14,27.0,57.5,24926.0,480.9,0
232,2024-09-10 15:00:00,2024-09-10,15,25.2,53.5,19805.0,486.8,0
233,2024-09-10 16:00:00,2024-09-10,16,23.9,52.0,19311.0,491.1,0
234,2024-09-10 17:00:00,2024-09-10,17,23.6,62.4,6995.0,575.1,0
235,2024-09-10 18:00:00,2024-09-10,18,20.5,70.8,1137.0,618.0,0
236,2024-09-10 19:00:00,2024-09-10,19,17.3,65.8,0.0,678.2,0
237,2024-09-10 20:00:00,2024-09-10,20,16.8,71.0,4930.0,666.0,0
238,2024-09-10 21:00:00,2024-09-10,21,11.7,72.4,0.0,676.3,0
239,2024-09-10 22:00:00,2024-09-10,22,15.0,73.9,0.0,710.5,0
240,2024-09-10 23:00:00,2024-09-10,23,13.9,70.7,1080.0,706.4,0
241,2024-09-11 00:00:00,2024-09-11,0,12.2,74.7,0.0,737.7,0
242,2024-09-11 01:00:00,2024-09-11,1,14.0,71.5,31.0,723.0,0
243,2024-09-11 02:00:00,2024-09-11,2,12.0,78.2,999.0,798.6,0
244,2024-09-11 03:00:00,2024-09-11,3,15.4,77.0,0.0,670.9,0
245,2024-09-11 04:00:00,2024-09-11,4,8.6,53.8,0.0,669.8,1
246,2024-09-11 05:00:00,2024-09-11,5,33.3,69.5,0.0,644.3,1
247,2024-09-11 06:00:00,2024-09-11,6,19.4,67.6,0.0,577.1,0
248,2024-09-11 07:00:00,2024-09-11,7,22.3,60.1,9229.0,524.0,0
249,2024-09-11 08:00:00,2024-09-11,8,24.8,65.1,15583.0,503.1,0
250,2024-09-11 09:00:00,2024-09-11,9,26.6,56.0,21038.0,498.5,0
251,2024-09-11 10:00:00,2024-09-11,10,24.5,55.9,22962.0,461.8,0
252,2024-09-11 11:00:00,2024-09-11,11,28.9,56.6,30564.0,491.9,0
253,2024-09-11 12:00:00,2024-09-11,12,29.2,52.3,28462.0,381.8,0
254,2024-09-11 13:00:00,2024-09-11,13,27.3,46.4,31488.0,460.8,0
255,2024-09-11 14:00:00,2024-09-11,14,28.2,52.1,26329.0,477.5,0
256,2024-09-11 15:00:00,2024-09-11,15,25.6,53.5,23138.0,492.3,0
257,2024-09-11 16:00:00,2024-09-11,16,23.7,59.7,16663.0,524.2,0
258,2024-09-11 17:00:00,2024-09-11,17,23.6,57.9,7288.0,537.8,0
259,2024-09-11 18:00:00,2024-09-11,18,10.5,41.2,421.0,615.4,1
260,2024-09-11 19:00:00,2024-09-11,19,17.3,73.3,0.0,655.3,0
261,2024-09-11 20:00:00,2024-09-11,20,17.8,78.0,2250.0,651.0,0
262,2024-09-11 21:00:00,2024-09-11,21,14.8,73.6,0.0,714.3,0
263,2024-09-11 22:00:00,2024-09-11,22,13.7,69.0,2956.0,715.0,0
264,2024-09-11 23:00:00,2024-09-11,23,13.8,70.4,0.0,775.4,0
265,2024-09-12 00:00:00,2024-09-12,0,14.2,78.8,0.0,768.3,0
266,2024-09-12 01:00:00,2024-09-12,1,11.6,80.0,1518.0,762.4,0
267,2024-09-12 02:00:00,2024-09-12,2,15.4,62.6,2394.0,732.4,0
268,2024-09-12 03:00:00,2024-09-12,3,16.8,77.7,1268.0,720.3,0
269,2024-09-12 04:00:00,2024-09-12,4,16.9,65.3,2421.0,693.6,0
270,2024-09-12 05:00:00,2024-09-12,5,18.6,65.5,0.0,589.0,0
271,2024-09-12 06:00:00,2024-09-12,6,20.5,66.5,1469.0,570.2,0
272,2024-09-12 07:00:00,2024-09-12,7,25.8,70.2,5780.0,572.8,0
273,2024-09-12 08:00:00,2024-09-12,8,25.4,66.5,13191.0,515.9,0
274,2024-09-12 09:00:00,2024-09-12,9,26.1,57.1,22449.0,514.9,0
275,2024-09-12 10:00:00,2024-09-12,10,28.9,50.9,23325.0,469.6,0
276,2024-09-12 11:00:00,2024-09-12,11,30.3,59.7,29690.0,456.6,0
277,2024-09-12 12:00:00,2024-09-12,12,31.8,63.4,30858.0,455.9,0
278,2024-09-12 13:00:00,2024-09-12,13,28.4,58.0,27595.0,388.4,0
279,2024-09-12 14:00:00,2024-09-12,14,28.4,58.0,25007.0,474.4,0
280,2024-09-12 15:00:00,2024-09-12,15,41.5,52.9,21106.0,518.3,1
281,2024-09-12 16:00:00,2024-09-12,16,25.1,59.0,13244.0,500.2,0
282,2024-09-12 17:00:00,2024-09-12,17,24.7,58.4,10750.0,553.0,0
283,2024-09-12 18:00:00,2024-09-12,18,32.6,69.4,1474.0,591.6,1
284,2024-09-12 19:00:00,2024-09-12,19,17.6,68.3,0.0,666.6,0
285,2024-09-12 20:00:00,2024-09-12,20,17.1,81.8,0.0,693.3,0
286,2024-09-12 21:00:00,2024-09-12,21,14.7,80.2,528.0,688.4,0
287,2024-09-12 22:00:00,2024-09-12,22,13.6,66.7,2877.0,736.2,0
288,2024-09-12 23:00:00,2024-09-12,23,14.4,72.5,0.0,738.4,0
289,2024-09-13 00:00:00,2024-09-13,0,15.8,73.7,1889.0,729.3,0
290,2024-09-13 01:00:00,2024-09-13,1,10.4,74.5,257.0,776.9,0
291,2024-09-13 02:00:00,2024-09-13,2,12.9,76.0,3165.0,741.3,0
292,2024-09-13 03:00:00,2024-09-13,3,15.3,68.6,0.0,660.6,0
293,2024-09-13 04:00:00,2024-09-13,4,14.0,64.8,0.0,648.7,0
294,2024-09-13 05:00:00,2024-09-13,5,18.9,63.9,0.0,666.9,0
295,2024-09-13 06:00:00,2024-09-13,6,17.2,70.3,0.0,606.4,0
296,2024-09-13 07:00:00,2024-09-13,7,27.2,63.3,7576.0,551.5,0
297,2024-09-13 08:00:00,2024-09-13,8,26.8,56.9,15680.0,508.7,0
298,2024-09-13 09:00:00,2024-09-13,9,25.4,57.7,19368.0,529.1,0
299,2024-09-13 10:00:00,2024-09-13,10,42.0,58.2,24774.0,478.4,1
300,2024-09-13 11:00:00,2024-09-13,11,27.9,58.3,29520.0,464.2,0
301,2024-09-13 12:00:00,2024-09-13,12,28.9,45.2,29669.0,489.2,0
302,2024-09-13 13:00:00,2024-09-13,13,28.3,60.3,30069.0,429.9,0
303,2024-09-13 14:00:00,2024-09-13,14,27.4,54.3,24655.0,409.2,0
304,2024-09-13 15:00:00,2024-09-13,15,24.7,64.1,21007.0,530.7,0
305,2024-09-13 16:00:00,2024-09-13,16,25.9,56.0,17389.0,491.4,0
306,2024-09-13 17:00:00,2024-09-13,17,22.8,65.0,6746.0,584.5,0
307,2024-09-13 18:00:00,2024-09-13,18,18.4,65.6,2057.0,560.5,0
308,2024-09-13 19:00:00,2024-09-13,19,20.3,70.9,0.0,663.8,0
309,2024-09-13 20:00:00,2024-09-13,20,15.9,70.8,0.0,606.7,0
310,2024-09-13 21:00:00,2024-09-13,21,16.1,71.8,0.0,677.8,0
311,2024-09-13 22:00:00,2024-09-13,22,14.1,75.8,0.0,752.4,0
312,2024-09-13 23:00:00,2024-09-13,23,14.9,72.0,1319.0,733.3,0
313,2024-09-14 00:00:00,2024-09-14,0,12.0,75.5,0.0,741.1,0
314,2024-09-14 01:00:00,2024-09-14,1,15.2,70.3,857.0,771.9,0
315,2024-09-14 02:00:00,2024-09-14,2,15.6,70.4,166.0,715.9,0
316,2024-09-14 03:00:00,2024-09-14,3,14.6,72.3,695.0,741.0,0
317,2024-09-14 04:00:00,2024-09-14,4,17.8,73.2,1307.0,755.6,0
318,2024-09-14 05:00:00,2024-09-14,5,21.5,65.8,1772.0,645.7,0
319,2024-09-14 06:00:00,2024-09-14,6,23.2,73.7,0.0,623.5,0
320,2024-09-14 07:00:00,2024-09-14,7,23.1,50.4,8613.0,565.5,0
321,2024-09-14 08:00:00,2024-09-14,8,28.8,60.5,14789.0,519.5,0
322,2024-09-14 09:00:00,2024-09-14,9,26.7,47.6,22117.0,456.7,0
323,2024-09-14 10:00:00,2024-09-14,10,28.0,56.4,28150.0,452.8,0
324,2024-09-14 11:00:00,2024-09-14,11,29.7,54.4,27419.0,449.3,0
325,2024-09-14 12:00:00,2024-09-14,12,29.5,44.2,29963.0,482.3,0
326,2024-09-14 13:00:00,2024-09-14,13,28.5,52.1,26222.0,399.4,0
